Title,Date,Image,Project,Artist,Content,Link,Site,Time
SAT IT AIN'T SO,2025-03-07,media/myarticleimage/indiestreet_images_20250312/SATITAINTSO_2025-03-07.jpg,Club FF,정보없음,".
SAT IT AIN'T SO @FF
2025/03/07 (FRI) 7pm
Live Bands:
7:00pm #언오피셜 @UNOFFICIAL.UNXL
7:45pm #유인원 @UINONE_OFFICIAL
8:30pm #난파란 @BAND_NANPARAN_OFFICIAL
9:15pm #규도 @BAND_KYUDO
10:05pm #양치기소년단 @THESHEPHERDBOIS
<Alternative/IndieRock/ModernRock/IndiePop>
Cover : 35,000 won (Only Door)
.티켓팅은 예매 없이 클럽 도어에서 현매로만 진행됩니다.
.도어 티케팅 은 공연 시작 30분 전이며 상황에 따라 달라질 수 있습니다.
.입장은 현장 계시는 분 순차 입장입니다. (가방 등 본인 외 줄은 인정되지 않으며 가방 분실 시 책임져드리기 어렵고 가방 이동될 수 있습니다.소지품등 자리맡기 끼어들기 금지입니다. )
. 불쾌한 신체 접촉 발생 시 즉시 퇴장이며 입장 제재 및 법적 조치 취해질 수 있습니다. 건강 한 클럽 문화를 위해 협조 부탁드립니다.
.분실물 발생 시 영업시간 내에 직접 찾으러 와주시면 감사하겠습니다. 분실물 관련 DM 답장 어려우며 라커 미이용 분실물에 대해 책임져드리기 어렵습니다.
.상황에 따라 다른 관람객을 위해 과도한 촬영 자리맡기( 삼각대 설치 등) 는 제재 될 수 있습니다.
.미성년자 관객분들은 10pm 퇴장 해 주셔야 합니다.
보호자(부모님) 동반시 공연끝까지 관람 가능하며
가족관계증명서 및 보호자 미성년자분 각각의 신분증 지참 해주셔야 합니다.
#홍대클럽#엪엪#CLUBFF#클럽FF#라이브클럽#락클럽#홍대인디밴드#LIVECLUB#ROCKBAND#인디밴드#INDIECLUB#ROCKDJ#밴드공연#인디공연#홍대인디#홍대공연#홍대맛집#홍대데이트코스#음악맛집#클럽공연#케이락",https://indistreet.com/live/7092,Indiestreet,
[부산] SPOILMAN (JPN) 내한 - 비컨 소음발광 철근콘크리트,2025-03-07,media/myarticleimage/indiestreet_images_20250312/busanSPOILMANJPNnaehanbikeonsoeumbalgwangcheolgeunkonkeuliteu_2025-03-07.jpg,오방가르드,정보없음,"[SPOILMAN 내한]
2025년 3월 7일 - 3월 8일.
부산과 서울에서 일본의 노이즈 락 / 포스트 하드코어 밴드 SPOILMAN의 내한 공연이 열립니다.
어느때와 같이 유튜브로 음악을 디깅하던 와중,
기이한 썸네일에 홀려 영상에 들어가게 되었습니다.
회사원 차림의 보컬/기타, 웃통을 깐 드러머, 캐쥬얼한 차림의 베이시스트.
그들이 보여주는 음악은 광기어린 노이즈와 하드코어, 펑크, 그런지의 뉘앙스가 가득했습니다.
1시간 40분 가량의 영상을 보고 ‘Shellac과 Fugazi가 광적인 만남을 한 것 같다.’는 생각이 들었습니다.
그 후로 음원과 영상을 줄기차게 듣던 중,
이렇게 미디어로만 접할 게 아니라 라이브를 봐야겠다는 결심이 섰습니다.
그래서 SPOILMAN에게 DM을 보냈습니다.
‘우리는 한국의 펑크 소음발광이다. 한국에서 함께 공연하자.’ 라고.
약간의 텀 끝에 그들은 승낙했습니다.
그래서 열립니다. 일본의 노이즈 / 포스트 하드코어 밴드
SPOILMAN의 한국 공연이.
부산은 오방가르드에서 비컨, 철근콘크리트, 소음발광이 함께하며
3월 7일 부산, 3월 8일 서울입니다.
유머러스하며 거친 이들의 라이브를 놓치지 마세요.
•날짜 : 2025년 3월 7일 (부산)
•입장 : 7시 / 공연 시작 : 7시 30분
•장소 : 부산 - 오방가르드
@OVANTGARDE
•출연진 : SPOILMAN, 소음발광, 비컨 (부산), 철근 콘크리트 (부산)",https://indistreet.com/live/7057,Indiestreet,
Hello Thursday,2025-03-06,media/myarticleimage/indiestreet_images_20250312/HelloThursday_2025-03-06.jpg,Club FF,정보없음,".
Hello Thursday@FF
2025/03/06(THU) 8:00pm
Live Bands:
8:00pm #지베뉴
8:40pm #일루반
9:20pm #AEIL
10:00pm #취향상점
<IndiePop/IndieRock/PopRock/AlternativeRock>
Cover : 20,000 won (Only Door)
.티켓팅은 예매 없이 클럽 도어에서 현매로만 진행됩니다.
.도어 티케팅 은 공연 시작 30분 전이며 상황에 따라 달라질 수 있습니다.
.입장은 현장 계시는 분 순차 입장입니다. (가방 등 본인 외 줄은 인정되지 않으며 가방 분실 시 책임져드리기 어렵고 가방 이동될 수 있습니다.소지품등 자리맡기 끼어들기 금지입니다. )
. 불쾌한 신체 접촉 발생 시 즉시 퇴장이며 입장 제재 및 법적 조치 취해질 수 있습니다. 건강 한 클럽 문화를 위해 협조 부탁드립니다.
.분실물 발생 시 영업시간 내에 직접 찾으러 와주시면 감사하겠습니다. 분실물 관련 DM 답장 어려우며 라커 미이용 분실물에 대해 책임져드리기 어렵습니다.
.상황에 따라 다른 관람객을 위해 과도한 촬영 자리맡기( 삼각대 설치 등) 는 제재 될 수 있습니다.
.미성년자 관객분들은 10pm 퇴장 해 주셔야 합니다.
보호자(부모님) 동반시 공연끝까지 관람 가능하며
가족관계증명서 및 보호자 미성년자분 각각의 신분증 지참 해주셔야 합니다.
#홍대클럽#엪엪#CLUBFF#클럽FF#라이브클럽#락클럽#홍대인디밴드#LIVECLUB#ROCKBAND#인디밴드#INDIECLUB#ROCKDJ#밴드공연#인디공연#홍대인디#홍대공연#홍대맛집#홍대데이트코스#음악맛집#클럽공연#케이락",https://indistreet.com/live/7093,Indiestreet,
HMLTD Live in Seoul,2025-03-03,media/myarticleimage/indiestreet_images_20250312/HMLTDLiveinSeoul_2025-03-03.jpg,무신사개러지,정보없음,"HMLTD 입니다.
스티비 원더 선배님은 말했습니다.
포원스인마랖 (후략)
신곡들 와장창 들려드릴 예정이구요.
인생을 다 바쳐 보여드리겠습니다.
성원에 보답하는 경우 있는 청년들, 저희예요.
일시 : 2025년 3월 3일 (공휴일) 저녁 7시
장소 : 무신사 개러지
티켓 : 44,000원
예매 : 인터파크
우리들의 친구 Snake Chicken Soup가 함께합니다.
무척 재밌을 것 같습니다. 여차하면 더 추가될 수도 있습니다.
인생에 단 한 번…있을 기회입니다.
널찍하되 바삭하게 놀아보아요.",https://indistreet.com/live/7073,Indiestreet,
I LOVE YOU,2025-03-02,media/myarticleimage/indiestreet_images_20250312/ILOVEYOU_2025-03-02.jpg,Club FF,정보없음,".
I LOVE YOU @FF
2025/03/02 (SUN) 6:40pm
Live Bands:
6:40pm #김늑 @NKNKNKNKNKIM
7:25pm #숨비 @SOOMB_EE
8:10pm #감귤서리단 @WESTEALORANGES
9:00pm #심아일랜드 @SIMILE_LAND
9:50pm #바보 @BANDBABO
<IndieRock/Dancerble Music/IndiePop/ModernRock>
Cover : 35,000 won (Only Door)
.티켓팅은 예매 없이 클럽 도어에서 현매로만 진행됩니다.
.도어 티케팅 은 공연 시작 30분 전이며 상황에 따라 달라질 수 있습니다.
.입장은 현장 계시는 분 순차 입장입니다. (가방 등 본인 외 줄은 인정되지 않으며 가방 분실 시 책임져드리기 어렵고 가방 이동될 수 있습니다.소지품등 자리맡기 끼어들기 금지입니다. )
. 불쾌한 신체 접촉 발생 시 즉시 퇴장이며 입장 제재 및 법적 조치 취해질 수 있습니다. 건강 한 클럽 문화를 위해 협조 부탁드립니다.
.분실물 발생 시 영업시간 내에 직접 찾으러 와주시면 감사하겠습니다. 분실물 관련 DM 답장 어려우며 라커 미이용 분실물에 대해 책임져드리기 어렵습니다.
.상황에 따라 다른 관람객을 위해 과도한 촬영 자리맡기( 삼각대 설치 등) 는 제재 될 수 있습니다.
.미성년자 관객분들은 10pm 퇴장 해 주셔야 합니다.
보호자(부모님) 동반시 공연끝까지 관람 가능하며
가족관계증명서 및 보호자 미성년자분 각각의 신분증 지참 해주셔야 합니다.
#홍대클럽#엪엪#CLUBFF#클럽FF#라이브클럽#락클럽#홍대인디밴드#LIVECLUB#ROCKBAND#인디밴드#INDIECLUB#ROCKDJ#밴드공연#인디공연#홍대인디#홍대공연#홍대맛집#홍대데이트코스#음악맛집#클럽공연#케이락",https://indistreet.com/live/7094,Indiestreet,
"고요, 비눗방울, 우주 [LIVE] Scene #1 ( (feat. Awan我完아완, HANASH)",2025-03-01,media/myarticleimage/indiestreet_images_20250312/goyobinusbangulujuLIVEScene1featAwanawanHANASH_2025-03-01.jpg,오방가르드,정보없음,"고요, 비눗방울, 우주 [LIVE] Scene #1
(2) ’오방가르드‘ (feat. Awan我完아완, HANASH)
(부산) 오방가르드 / 25. 03. 01 (토) 8pm
부산 남구 용소로 7번길 15-1, B1
“’고요, 비눗방울, 우주 [LIVE]‘ 공연은
’허구적 세계관‘을 바탕으로 한 음악공연 입니다.
본 공연은 Scene #1 ’텍스트‘를 바탕으로 준비된
’테마‘ 들을 ’즉흥연주‘의 방식으로 풀어 연주될 예정입니다.
1부는 ’Awan我完아완‘의 ’Solo 테마‘ 연주로 채워지며,
2부는 ’HANASH‘의 ’테마‘에 ’Awan我完아완‘의 연주가
덧대어질 예정입니다.
[시놉시스]
Scene #1
”Z와 J는 나의 고양이 식구다.
걸어서 5분 거리에 있는 낙동강 강가는 나,
Z와 J가 가장 좋아하는 산책 장소이다.
강 건너 유정이의 집이 보인다.
수백미터 떨어진 유정이를 상상하는 것이 내가 사랑하는 방식이다.
멀리 더 멀리 떨어진 유정이가 좋다.
강가의 집은 손톱만한 크기라 유정이를 찾아낼 수 없다.
유정이는 강가에 있는 나를 본 적이 있다 했다.
나는 그 말이 너무 좋았다.
멀리 있지만 그녀가 날 보고 있다.
지금도 보고 있을지 모를 일이다.
Z와 J는 한참동안 비눗방울과 씨름 중이다.
나와 같이 Z와 J도 비눗방울을 본다.
어째서인지 나는 잘 모른다.
Z와 J를 처음 만났을 때부터 그들은 내가 보는 것을 보았다.
어쩌면 그들은 나보다 더 많이 비눗방울에 대해서 알지도 모른다.
그들이 비눗방울을 대하는 태도가 그것을 말해준다.
위화감 없이 장난치며 어울리다가도
어떨때는 지나칠 정도로 무관심하다.
어쩌면 인간을 제외한 자연의 모든 존재들은
비눗방울을 이미 알고 있을지도 모른다.“
<아티스트>
(1) 고요, 비눗방울, 우주
’고요, 비눗방울, 우주(Tr.S.B.Uni)‘는
‘허구적 세계관‘을 바탕으로 한 ’음악 프로젝트‘이다.
뮤지션 ‘Awan我完아완‘을 주축으로 ’LIVE‘ 공연과
앨범을 통해 여러 뮤지션과 협업할 예정이다.
첫 정규앨범 ’고요, 비눗방울, 우주 [Prologue]‘ (25.02.08)를
발매하며 활동을 시작했다.
@GOBIWOO_OFFICIAL, gobiwoo.com
(2) Awan我完아완 (Guitar, Synth, VST)
‘Awan我完아완‘은
2013년 부터 활동을 시작해 앨범 Self Direction vol.1(2013),
Self Direction vol.2(2016), Portrait #1(2018),
Portrait #2 (2020), Self Direction vol.3(2020),
SDV4(2021~2022), Portrait #3 (2022) 등을 발표하였으며,
다수의 기획공연을 통해 지속적으로 관객들을 만나왔다.
‘개인(존재)’과 ‘사회’라는 두 키워드를 중심으로 사유하여
그 결과를 청자들의 주체적이고 주관적인 해석이 가능한
‘연주음악’의 형태로 풀어내고 있다.
2024년 부터 ”고요, 비눗방울, 우주“ 라는 이름의
“허구적 음악 프로젝트 (FICTIONAL MUSIC PROJECT)“를 발표,
동명의 활동명[고요, 비눗방울, 우주]으로 새로운 활동을 시작하였다.
@AWAN_LHS, solo-awan.com
(3) HANASH (Moduler Synth)
’HANASH‘ 는 강렬한 색채의 독창적인 사운드 디자인을 바탕으로
치밀하게 구축된 신디사이저의 흐름 속 유기적으로 배치된 노이즈를
통해 새로운 차원의 청각적 경험을 만들어내는 음악가이다.
그는 몽환적인 공간감을 직조하는 동시에, 감각적 혼돈의 경계를
넘어 청자를 미지의 사운드 스펙트럼 속으로 이끈다.
그의 작업은 단순한 청취의 행위를 넘어, 공간과 감정,
시간의 결을 변형하고 기존의 문법을 해체하는 일련의
실험적 과정으로 확장한다.",https://indistreet.com/live/7076,Indiestreet,
'Hullabaloo’ Vol.6,2025-03-01,media/myarticleimage/indiestreet_images_20250312/HullabalooVol6_2025-03-01.jpg,Bender,정보없음,"THE SOUND PRESENTS
THE SOUND의 기획 시리즈!
'Hullabaloo’ Vol.6
3월1일(토)저녁 6시 홍대
BENDER에서 열립니다!
‘얼터니티브’ 음악을 사랑한다면,
누구든지 공연을 즐기고 놀 수 있는
최고의 기회! 그리고!!학생 할인까지!
🎫 2/11 (화) 정오 티켓 오픈.
INTERPARK TICKET을 통해 예매를
시작합니다. 많은 성원 부탁드립니다!
📢[학생 할인 정보]
이번에도 THE SOUND가 얼터니티브
음악을 사랑하는 학생들을 위하여
특별 할인을 준비!!👍
학생 할인은 공연 당일 오직 현매로만
진행됩니다.
*학생기준 미성년자 + 학생증 보유중인 대학생. 그리고 주류 구매시 무조건 신분증을
지참하셔야 합니다.
Line Up.
THE SOUND @THESOUND_DSND
IDIOTS @IDIOTS.BAND
THE 1234-DAH! @THE1234DAH
「Hullabaloo」 Vol.6
2025.3.1(SAT)6PM
▪️TICKET 교환 및 현매 17:00/ OPEN 17:30
▪️SEOUL BENDER @BENDER_HONGDAE
▪️🎫예매/ADV 35,000원 현매/At Door 40,000원
🧢학생할인/STUDENT 오직 현매:20,000원
INTERPARK TICKET (2/11 (화) 정오 오픈)
요즘 홍대 라이브 클럽에서 가장 즐겁다고 소문난!
더 사운드 주최의 ‘Hullabaloo’ 절대 놓치지 마세요!!🔥
•공연이 끝나면 벤더는 PUB으로 운영됩니다.
많은 이용 부탁드립니다!
#HULLABALOO #훌라발루  #THESOUND #더사운드 #IDIOTS #이디어츠 #1234DAH #THE1234DAH #BENDER #LIVE #라이브 #공연 #홍대",https://indistreet.com/live/7063,Indiestreet,
NO.1 INDIE EXPERIENCE,2025-03-01,media/myarticleimage/indiestreet_images_20250312/NO1INDIEEXPERIENCE_2025-03-01.jpg,Club FF,정보없음,".
NO.1 INDIE EXPERIENCE@FF
2025/03/01 (SAT) 5:30PM
Live Bands
5:30pm #요정 @YOJUNGOFFICIAL
6:15pm #오이스터즈 @OYSTERS.999
7:00pm #PCR @PCR________________________
7:45pm #더고도 @THEGODOTBAND
8:30pm #원호와타임머신 @WONHO_AND_THETIMEMACHINE
9:20pm #더베인 @THEVANE_OFFICIAL
10:10pm #갤럭시익스프레스 @GALAXY_EXPRESS_OFFICIAL
<Garage/Alternative/IndieRock/Postpunk>
Cover : 35,000 won (Only Door)
.티켓팅은 예매 없이 클럽 도어에서 현매로만 진행됩니다.
.도어 티케팅 은 공연 시작 1시간 전이며 상황에 따라 달라질 수 있습니다.
.입장은 현장 계시는 분 순차 입장입니다. (가방 등 본인 외 줄은 인정되지 않으며 가방 분실 시 책임져드리기 어렵고 가방 이동될 수 있습니다.소지품등 자리맡기 끼어들기 금지입니다. )
. 불쾌한 신체 접촉 발생 시 즉시 퇴장이며 입장 제재 및 법적 조치 취해질 수 있습니다. 건강 한 클럽 문화를 위해 협조 부탁드립니다.
.분실물 발생 시 영업시간 내에 직접 찾으러 와주시면 감사하겠습니다. 분실물 관련 DM 답장 어려우며 라커 미이용 분실물에 대해 책임져드리기 어렵습니다.
.상황에 따라 다른 관람객을 위해 과도한 촬영 자리맡기( 삼각대 설치 등) 는 제재 될 수 있습니다.
.미성년자 관객분들은 10pm 퇴장 해 주셔야 합니다.
보호자(부모님) 동반시 공연끝까지 관람 가능하며
가족관계증명서 및 보호자 미성년자분 각각의 신분증 지참 해주셔야 합니다.
#홍대클럽#엪엪#CLUBFF#클럽FF#라이브클럽#락클럽#홍대인디밴드#LIVECLUB#ROCKBAND#인디밴드#INDIECLUB#ROCKDJ#밴드공연#인디공연#홍대인디#홍대공연#홍대맛집#홍대데이트코스#음악맛집#클럽공연#케이락",https://indistreet.com/live/7095,Indiestreet,
2025년 2월 클럽빵 공연,2025-02-28,media/myarticleimage/indiestreet_images_20250312/2025nyeon2wolkeulleobppanggongyeon_2025-02-28.jpg,Club 빵,정보없음,이월 2월 마지막 날은 더 충만하게 즐겁게~ #제인과산호초 오랜만에 #아웃라이어즈 처음으로 #BABO 변함없이 줄기찬 #신타펑크 #남경운밴드 멋지게 날고 있는 밴드들~ #클럽빵 #CLUBBBANG #INDIE #홍대라이브 #봄이다,https://indistreet.com/live/7084,Indiestreet,
막주금라이브 Vol.38 [울림프렌즈],2025-02-28,media/myarticleimage/indiestreet_images_20250312/magjugeumlaibeuVol38ullimpeulenjeu_2025-02-28.jpg,Cafe PPnF,정보없음,"#막주금라이브 Vol.38 [ #울림프렌즈 ]
#박시환 , #윤성 , #손진욱 , #조연호
4인 4색. 네명의 각기 다른 색이 모여,
음악으로 노래로 하나의 울림을 전하는 '울림프렌즈'
@SIHWANPARK0730 @YUNSEONG_AFRICA @JINUGIDANGGG @KITE.ISLAND
봄을 예고하는 온기와 희망이 스며드는 2월의 마지막 금요일
2025년 두번째 막주금라이브는 네명의 각기 다른 색이 모여,
음악으로 노래로 하나의 울림을 전하는
’울림프렌즈(박시환, 윤성, 손진욱, 조연호)‘ 와 함께 합니다.😎
⠀
📣 공연시간: 2/28(금) 저녁 7시
☕ 공연장소: cafe PPnF
(서울 종로구 성균관로 87, 효천아트센터 內 LF)
🏁 티켓오픈: 2/7(금) 오후 6시 (네이버 예매)
🎫 티켓: 44,000원 (1 Free Drink 포함)
🪑 객석: 40석 *(선착순 마감)
⠀
📌 <예매관련 공지>
본 공연장은 지정 좌석이 아닌, 예매 선착순 자율 좌석제 입니다.
본 공연장의 좌석 수가 많지 않아, 조기 매진될 수 있습니다. *(40명 선착순)
관객 입장은 공연 시작 30분 전(오후 6시 30분)부터 가능합니다. *(예매순 입장)
예매 순서대로 입장하며, 입장 순서에 부재 시 다음 순번으로 넘어갑니다.
공연이 시작된 이후에는 지정된 시간 외 입장이 제한됩니다.
사전에 협의되지 않은, 전문장비를 동원한 사진 촬영, 영상 녹화 및 음원 녹취는 절대 불가합니다.
취소 및 환불은 예매처 규정을 참고하여 주십시오.
주차공간이 없으므로, 대중교통을 이용해주시기 바랍니다.
🔗 예매링크: 프로필 링크 참고!
📞 문의: 02)3676-2353 (주)위드에이치씨
⠀
막주금라이브는 (주)위드에이치씨(withHC),
(주)더에이치컬쳐스 와 Cafe PPnF 가 함께 합니다.
⠀
Joy Together withHC -",https://indistreet.com/live/7061,Indiestreet,
Oh Happy Thursday!,2025-02-27,media/myarticleimage/indiestreet_images_20250312/OhHappyThursday_2025-02-27.jpg,Club FF,정보없음,".
Oh Happy Thursday! @FF
2025/02/27(THU) 8:00pm
Live Bands:
8:00pm #세기
8:40pm #홀리베어
9:20pm #위시스
10:00pm #루프탑파티오
<IndiePop/IndieRock/PopRock/AlternativeRock>
Cover : 20,000 won (Only Door)
.티켓팅은 예매 없이 클럽 도어에서 현매로만 진행됩니다.
.도어 티케팅 은 공연 시작 30분 전이며 상황에 따라 달라질 수 있습니다.
.입장은 현장 계시는 분 순차 입장입니다. (가방 등 본인 외 줄은 인정되지 않으며 가방 분실 시 책임져드리기 어렵고 가방 이동될 수 있습니다.소지품등 자리맡기 끼어들기 금지입니다. )
. 불쾌한 신체 접촉 발생 시 즉시 퇴장이며 입장 제재 및 법적 조치 취해질 수 있습니다. 건강 한 클럽 문화를 위해 협조 부탁드립니다.
.분실물 발생 시 영업시간 내에 직접 찾으러 와주시면 감사하겠습니다. 분실물 관련 DM 답장 어려우며 라커 미이용 분실물에 대해 책임져드리기 어렵습니다.
.상황에 따라 다른 관람객을 위해 과도한 촬영 자리맡기( 삼각대 설치 등) 는 제재 될 수 있습니다.
.미성년자 관객분들은 10pm 퇴장 해 주셔야 합니다.
보호자(부모님) 동반시 공연끝까지 관람 가능하며
가족관계증명서 및 보호자 미성년자분 각각의 신분증 지참 해주셔야 합니다.
#홍대클럽#엪엪#CLUBFF#클럽FF#라이브클럽#락클럽#홍대인디밴드#LIVECLUB#ROCKBAND#인디밴드#INDIECLUB#ROCKDJ#밴드공연#인디공연#홍대인디#홍대공연#홍대맛집#홍대데이트코스#음악맛집#클럽공연#케이락",https://indistreet.com/live/7096,Indiestreet,
Night Of Victim Vol.48,2025-02-23,media/myarticleimage/indiestreet_images_20250312/NightOfVictimVol48_2025-02-23.jpg,Club Victim,정보없음,"Night Of Victim Vol.48
The Grapes
@ITSTHEGRAPES
The Pictures
@PICTURESTHEBAND
Kak On Fire
@KAK_ON_FIRE
Scarlet Kim Band
@SCARLETKIM_BAND_OFFICIAL
23(일)
Club VICTIM
OPEN 18:30
START 19:00
25,000 KRW
i 현매만 가능(계좌이체, 카드가능)
ii 외부 음식 반입가능, 외부주류 반입금지
문의
DM or clubxvictim@GMAIL.COM",https://indistreet.com/live/7106,Indiestreet,
2025년 2월 클럽빵 공연,2025-02-23,media/myarticleimage/indiestreet_images_20250312/2025nyeon2wolkeulleobppanggongyeon_2025-02-23.jpg,Club 빵,정보없음,일요일도 이제 때때로 밴드 공얀을~ #노이즈플로어 #전다인벤드 #무이 #서스테인 #클럽빵 #CLUBBBANG #INDIE #홍ㅐ라이브 ㅁ,https://indistreet.com/live/7086,Indiestreet,
2025 깐병 단독 공연 〈KKANBYEONGZ THE CONCERT〉,2025-02-23,media/myarticleimage/indiestreet_images_20250312/2025kkanbyeongdandoggongyeonKKANBYEONGZTHECONCERT_2025-02-23.jpg,무신사개러지,정보없음,"2025 깐병 단독 공연
〈KKANBYEONGZ THE CONCERT〉
◼︎ 공연 일시 (Date/Time)
2025년 2월 23일(일) 6PM(KST)
◼︎ 공연 장소 (Place)
무신사개러지 @MUSINSAGARAGE
서울특별시 마포구 잔다리로32 지하1층
◼︎ 티켓 오픈 (Ticket Open)
2025년 2월 10일(월) 6PM(KST)
◼︎ 예매처 (Ticket Info)
인터파크 티켓 (tickets.interpark.com)
◼︎ 스페셜 게스트 (Special Guest)
박태훈 @PAGAEHUN
@KKANBYEONGZ
@TEENSTUDIO0520",https://indistreet.com/live/7072,Indiestreet,
odoriko,2025-02-22,media/myarticleimage/indiestreet_images_20250312/odoriko_2025-02-22.jpg,Club FF,정보없음,".
odoriko@FF
2025/02/22 (SAT) 8:50 PM
Live Bands
8:50pm #오드 @ODE_OFFICIAL
9:35pm #캔들즈 @BAND_CANDLES
10:20pm #화노 @HWA_NHO
<ModernRock/Alternative/IndieRock>
Cover : 35,000 won (Only Door)
.티켓팅은 예매 없이 클럽 도어에서 현매로만 진행됩니다.
.도어 티케팅 은 공연 시작 30분 전이며 상황에 따라 달라질 수 있습니다.
.입장은 현장 계시는 분 순차 입장입니다. (가방 등 본인 외 줄은 인정되지 않으며 가방 분실 시 책임져드리기 어렵고 가방 이동될 수 있습니다.소지품등 자리맡기 끼어들기 금지입니다. )
. 불쾌한 신체 접촉 발생 시 즉시 퇴장이며 입장 제재 및 법적 조치 취해질 수 있습니다. 건강 한 클럽 문화를 위해 협조 부탁드립니다.
.분실물 발생 시 영업시간 내에 직접 찾으러 와주시면 감사하겠습니다. 분실물 관련 DM 답장 어려우며 라커 미이용 분실물에 대해 책임져드리기 어렵습니다.
.상황에 따라 다른 관람객을 위해 과도한 촬영 자리맡기( 삼각대 설치 등) 는 제재 될 수 있습니다.
.미성년자 관객분들은 10pm 퇴장 해 주셔야 합니다.
보호자(부모님) 동반시 공연끝까지 관람 가능하며
가족관계증명서 및 보호자 미성년자분 각각의 신분증 지참 해주셔야 합니다.
#홍대클럽#엪엪#CLUBFF#클럽FF#라이브클럽#락클럽#홍대인디밴드#LIVECLUB#ROCKBAND#인디밴드#INDIECLUB#ROCKDJ#밴드공연#인디공연#홍대인디#홍대공연#홍대맛집#홍대데이트코스#음악맛집#클럽공연#케이락",https://indistreet.com/live/7009,Indiestreet,
이름이 의미를 잃을 때까지,2025-02-22,media/myarticleimage/indiestreet_images_20250312/ileumiuimileulilheulttaekkaji_2025-02-22.jpg,언드,정보없음,"☁이름이 의미를 잃을 때까지☁
이 공연은 밴드 꼬메무스 누벵의 마지막 공연입니다.
(아마도)다시 볼 수 없을 꼬메무스 누벵의 마지막 길을
대구의 멋쟁이들 신도시와 함께합니다.
.
.
물론, 이 공연 이후에도 꼬메무스 누벵은 남아있을 겁니다.
그 이름은 수백 년 간 세상을 돌아다니고,
전자기기의 랜선을 타고 지구의 어딘가로 또 흘러갈 것입니다.
인터넷에 올라온 수많은 영상들은 웹서핑을 즐기는 이들이
과거의 꼬메무스 누벵을 볼 수 있을 매개체가 될 것입니다.
시대가 바뀌고 삶이 영원한 고리 속에서 돌아가는 동안
꼬메무스 누벵이란 이름은 그 이름을 통해 기억 될 것입니다.
그 이름이 의미를 잃고, 더 이상 기억이 나지 않을떄
꼬메무스 누벵은 구름 속으로 사라질 테지요.
꼬메무스 누벵의 마지막과 짱 멋진 신도시를 보고 싶으시다면,
2월 22일 거제도 옥포 언드로 오세요.
항상 건강하시라..
· 일시 : 2025년 2월 22일 19:30 (18:30 입장)
· 장소 : 언드 @UND_SPACE (경남 거제시 거제대로3734 지하1층)
· 티켓정보 : 예매 - 무료 / 현매 - 5,000원
※예매를 위하여 @COMEMOS_NUVEM 프로필 bio 의 링크 클릭후 폼 작성 부탁드립니다!
☁LINE UP
신도시 @BAND_SINDOSI
꼬메무스 누벵 @COMEMOS_NUVEM
📢공지사항 Notice📢
· 폼 작성 후 24시간 내에 확인 문자를 드립니다.
· 공연 당일 선착순 입장입니다.
· 공연장 내 팁박스가 비치되어 있습니다
⠀(팁박스 수익은 전액 뮤지션에게 제공됩니다.)
· 공연장 내 Bar를 통해 음료 및 주류 주문이 가능하며,
⠀청소년의 주류 이용은 엄격히 금지됩니다.
· 본 공연은 사진 및 동영상 촬영이 철저하게 허용됩니다.
⠀아티스트가 관객 여러분에게 선사하는 멋진 무대를
⠀SNS에 널리 퍼트려 주시는 아름다운 관람 매너를 부탁드립니다!
문의 : @VACANTGLOW
Artwork by @UN._.DIARY",https://indistreet.com/live/7071,Indiestreet,
"🎛 COSMIC NOISE 🎛 : 아이러닉 휴, 팎, 이상의 날개",2025-02-22,media/myarticleimage/nan,오방가르드,정보없음,"GC PRESENTS EVENT
🎛 COSMIC NOISE 🎛
🧬225222🧬
🧬225222🧬
🧬225222🧬
몽롱하고
노이즈로 가득찬
우주속으로 빠져봅시다
아이러닉휴 @IRONIC_HUE_
팎 @PAKKBAND
이상의 날개 @WINGSOFTHEISANG
With @OVANTGARDE
🗓공연일시
2025.2.22(토) PM 7시
📍장소
오방가르드 @OVANTGARDE
*예매폼 제출후 24시간 내에 입금 바랍니다.
*공연문의: @OVANTGARDE @GC_PRSNT DM",https://indistreet.com/live/7005,Indiestreet,
