Artist,Name,Text
김목인,라디오 프로그램,"프로그램 명:
걷다 보니 여기, 김목인입니다
방송 시작:
2021년 6월 2일
방송 시간:
수요일 밤 9시 ~ 11시
채널:
BTN라디오울림
특징:
종교적 색채 없이 음악 중심의 방송
코너:
밤의 카페테라스
"
까치산,밴드 이름,까치산
까치산,데뷔일,2023년 2월 22일
까치산,멤버,"최선용:
'역할': '베이스', '생년월일': '1992.01.06'
한태인:
'역할': '보컬', '생년월일': '1991.06.16'
김진호:
'역할': '기타', '생년월일': '1992.01.01'
"
까치산,개요,"김진호(기타), 최선용(베이스), 한태인(보컬, 기타)으로 구성된 대한민국의 3인조 록 밴드."
까치산,특징,"배경:
까치산의 멤버들은 90년대 후반부터 2000년대까지의 밴드 음악과 애니메이션 주제가 등을 통해 음악에 대한 흥미와 애정을 쌓아왔다. 이때의 기억이 밴드 결성의 계기가 되었으며, 까치산이라는 이름은 밴드가 처음 결성된 작업실의 주소지에서 따왔다.
스타일:
까치산은 레트로 요소를 차용하는 대신 2000년대 스타일의 밴드 음악을 그대로 담고 있으며, 정규 앨범으로 데뷔했다. 그들의 음악은 단순한 복고가 아닌, 멤버들의 추억과 경험을 바탕으로 한 진심 어린 표현이다.
독창성:
까치산의 음악은 2000년대 복각판이 아닌, 멤버들의 개인적인 추억과 경험을 바탕으로 한 진심 어린 표현이다.
"
까치산,디스코그래피,"싱글앨범:
제목: 주제는 사랑, 발매일: 2023.02.22, 트랙리스트: '곡명': '주제는 사랑', '작사': '한태인', '작곡': '한태인, 김진호', '편곡': '한태인, 김진호, 최선용'

제목: 가위, 바위, 보!, 발매일: 2023.09.16, 트랙리스트: '곡명': '가위, 바위, 보!', '작사': '한태인', '작곡': '한태인, 김진호', '편곡': '한태인, 김진호, 최선용'

정규앨범:
제목: 안녕하세요, 까치산입니다., 발매일: 2023.03.20, 트랙리스트: '곡명': 'Convenient Love', '작사': '한태인', '작곡': '한태인, 김진호', '편곡': '한태인, 김진호, 최선용'
 '곡명': '거짓말 자판기'
 '곡명': '징크스'
 '곡명': '뻔한 방법'
 '곡명': '주제는 사랑'
 '곡명': '절취선'
 '곡명': '요괴인간', '작사': '한태인'
 '곡명': '안개'
 '곡명': '쫄다'
 '곡명': 'The Mom of Moms'

제목: KACHISAN, 발매일: 2024.03.20, 트랙리스트: '곡명': 'Convenient Love', '작사': '한태인', '작곡': '한태인, 김진호', '편곡': '한태인, 김진호, 최선용'
 '곡명': '嘘自動販売機'
 '곡명': 'ジンクス'
 '곡명': 'ありきたりなやり方'
 '곡명': 'テーマは愛'
 '곡명': '切り取り線'
 '곡명': '妖怪人間', '작사': '한태인'
 '곡명': '霧'
 '곡명': 'ビビる'
 '곡명': 'The Mom of Moms'

"
까치산,방송,"방송명: 아리랑 라디오 - Dive into Live, 방송일: 2024년 1월 18일, 비고: 첫 생방송 라디오
"
까치산,여담,"까치까치 제너레이션이라는 살짝 부끄러운 인사가 있다. 머리 위로 산 모양을 만들어 까치까치! 까치까치!밴드 결성 자체는 생각보다 일찍 되었으나 결성 직후 최선용의 입대로 인해 공식 데뷔가 늦어졌다고 한다.한태인의 말에 따르면 누구보다 사랑의 힘을 믿는 밴드라고.주장르가 애니메이션 록인 만큼 공연에서 옛날 만화 주제가도 많이 부르는 편이다.지금까지 불렀던 만화 주제가로는 달빛천사 OP '나의 마음을 담아', 드래곤볼GT OP '점점 나의 마음이 이끌려', 괴짜가족 OP '날 막지마', 꿈빛 파티시엘 OP '내 꿈은 파티시엘'이 있다.한태인은 팝업스토어 공연 진행 중 실수로 피크를 날렸던 경험이 있는데, 그 이후로 예비 피크를 4-5개씩 준비해 놓는 듯 하다.1집 수록곡인 안개에서 최선용과 김진호가 종종 같이 실수를 하는 부분이 있다고 한다.한태인은 공연 중 누군가와 눈이 마주치면 긴장해서 가사를 까먹기도 한다.최선용은 행로난과의 합동 공연 당시, 행로난 베이시스트의 리허설을 보고 공연장 앞 올리브영에 가서 파운데이션을 사온 전적이 있다.최선용은 소파에 누워있는 것을 좋아하는 편이다.한태인은 공연 전날엔 웬만하면 밖에 나가지 않는 편이다.김진호는 까치산의 첫 팝업스토어를 준비하며 첫 합주날에 자전거를 타고 중고 거래를 가다가 넘어져서 팔에 한동안 보조기를 착용하고 다녔었다.Conventient Love 는 '노다메 칸타빌레' 에서 영감을 받아 만들어진 곡이라고 까치산 첫 라디오 스케줄에서 알려주었다."
꼬메무스 누벵,밴드 이름,Comemos Nuvem (꼬메무스 누벵)
꼬메무스 누벵,멤버,"보컬/기타:
@mr_sungwon
기타:
@jack34248006
베이스:
@rorakm
드럼:
@vacantglow
"
꼬메무스 누벵,설명,거제 개러지락 인디밴드 입니다☁
꼬메무스 누벵,소속,@duduzy_records
나기철,이름,나기철
나기철,출생,1998년 11월 17일 (25세)
나기철,국적,대한민국
나기철,데뷔,2021년 11월 3일 '무언의 위로'
나기철,학력,백석예술대학교 실용음악 전공 (싱어송라이터 / 학사)
나기철,종교,개신교
나기철,가족,"형:
나경철
반려견:
나토리
"
나기철,신체,183cm
나기철,MBTI,ISFJ
나기철,링크,"인스타그램:
인스타그램 아이콘
유튜브:
유튜브 아이콘
"
나기철,개요,담백한 단어로 따뜻함을 노래하는 싱어송라이터 나기철 입니다. 대한민국의 가수.
나기철,음반,"참여: '제목': '아빠', '발매일': '2017.12.13', '트랙': '곡명': '끝', 'Vocal': '나기철'

 '제목': '만약에 우리가 다시 만난다 해도', '발매일': '2018.11.26', '트랙': '곡명': '만약에 우리가 다시 만난다 해도', 'With': '나기철'


싱글: '제목': '무언의 위로', '발매일': '2021.11.03'
 '제목': '그냥', '발매일': '2022.02.07'
 '제목': '그래도', '발매일': '2022.06.16'
 '제목': '잘할 수 있겠지', '발매일': '2022.10.26'
 '제목': '여전히 난', '발매일': '2023.09.25'
 '제목': '오늘도 너에게', '발매일': '2024.03.11'

참여: '제목': '같이 있자', '발매일': '2022.06.15', '트랙': '곡명': '같이 있자', 'Feat': '나기철'

 '제목': '어떨 것 같아', '발매일': '2022.09.25', '트랙': '곡명': '어떨 것 같아', 'Feat': '나기철'

 '제목': '함께 있는 우리를 바라볼 때', '발매일': '2022.12.16', '트랙': '곡명': '함께 있는 우리를 바라볼 때', 'With': '나기철'

 '제목': '여름 기억', '발매일': '2023.06.15', '트랙': '곡명': '여름 기억', 'With': '나기철'

 '제목': 'bright #12', '발매일': '2023.09.18', '트랙': '곡명': '고운 바람'


EP: '제목': '누군가', '발매일': '2023.01.25', '트랙리스트': '첫 눈', '입김 (title)', '밝은 밤', '낡은 편지'

"
나기철,여담,"Mint Paper에서 주관하는 <ONE CONCOURS>에서 정석훈과 같이 공동우승하여 우승자 혜택으로 BML2023에 섰다.축구와 등산하는 것을 좋아하고 야구는 한국 야구만 보며 농구도 열심히 보는 듯.좋아하는 축구팀은 맨체스터 유나이티드, 농구팀은 골든스테이트 워리어스(지미버틀러 선수가 최애라고), 야구는 초등학교 3학년 때부터 LG 트윈스를 응원했다.공연 셋리스트 구성할 때 날씨과 계절감을 많이 생각한다고.좋아하는 음식은 떡볶이, 칼국수, 담백한 디저트, 드립커피.가장 좋아하는 아티스트는 유재하, 인생곡은 유재하 - 내 마음에 비친 내 모습.착용하는 안경은 UNCOMMON EYEWEAR의 ROGER TGREY 제품.대학 입시 당시 기타와 노래로 들어갔지만 대학 입학 후 건반을 잡았다고 한다."
나로틱,밴드 이름,나로틱 (Narotic)
나로틱,데뷔,2018 Single 'Coincidence'
나로틱,멤버,"Woong:
'역할': '보컬, 기타', '생년월일': '1994.12.04'
Hyuk:
'역할': '키보드', '생년월일': '1995.05.24'
Ethan:
'역할': '드럼', '생년월일': '1992.08.23'
Seddon:
'역할': '베이스', '생년월일': '1998.02.14'
"
나로틱,사이트,"인스타그램:
인스타그램 아이콘
유튜브:
유튜브 아이콘
"
나로틱,소개,"“WE LOVE YOU” 그 누구도 외면 받아서는 안된다고 말하는 그들의 철학이 담긴 한 문장이다. 어두운 사회와 인간의 내면에 대해 가감 없이 이야기하며 모두에게 사랑한다는 이질적인 외침을 외치는 그들은 대한민국의 인디밴드 나로틱이다. Woong, Hyuk, Ethan, Seddon 4명의 멤버로 이뤄진 나로틱은 얼터너티브, 슈게이징, 드림팝, 펑크 등의 다양한 장르에서 차용한 사운드와 선율을 하나의 음악으로 녹여내었고 이는 그들만의 색채감을 가진 음악이자 세계관으로 새롭게 탄생 되었다. 2018년 첫 싱글 'Coincidence'로 자신들의 이야기를 처음 세상에 내보인 Narotic은 이후 정규 1집 [KindA], EP [Hatred]에 이어 다양한 싱글을 발매하며 자신들의 음악 세계관을 넓혀가고 있다."
나로틱,음반,"정규:
제목: KindA, 발매일: 2021.07.15, 트랙리스트: ['Heristory', 'Nothing Has Changed', 'Coincidence', 'Reaction', 'Whatever', 'Float', 'I Wish', ""Yes I'm a Person"", 'Dusk', 'Thief', 'Where We Stand', ""We Know That's Gonna be The End""]
EP:
제목: Hatred, 발매일: 2023.01.31, 트랙리스트: ['Hatred', 'Growing', 'Species', 'Blindness', 'The End Of The Life']
제목: Not much left RMX, 발매일: 2024.01.10, 트랙리스트: ['Not much left (Digimon boi Remix)', 'Not much left (Lost justice Remix)', 'Not much left (Kodari Remix)', 'Not much left (Ningyō-tsukai Remix)']
싱글:
제목: Coincidence, 발매일: 2018.12.28
제목: Thief, 발매일: 2019.04.24
제목: Float, 발매일: 2019.07.17
제목: Nothing has changed, 발매일: 2019.12.31
제목: Not Much Left, 발매일: 2023.11.20
제목: Stroke, 발매일: 2024.03.22
제목: Ophelia (A Fallen Angel), 발매일: 2024.04.18
"
나로틱,활동,"인터뷰:
인디밴드 '나로틱' 일본투어 기념 인터뷰｜INTERVIEW #37, 한국의 인디 얼터너티브 밴드 나로틱(Narotic), 도쿄 시내 3곳에서 8개월 만에 일본 공연 개최｜INTERVIEW #43
Vlog:
제목: 공연하러 일본으로 떠난 무명 인디밴드, 기간: 23.03.02 ~ 23.03.08, 내용: 오사카 간사이 지방 투어 Vlog
오사카 Socore Facotry / 교토 Growly / 고베 DxQ
제목: Narotic in Tokyo, 기간: 23.11.02 ~ 23.11.06, 내용: 도쿄 투어 Vlog
신주쿠 Nine Spices / 시모키타자와 Chikamichi / 시부야 Lush
"
나로틱,기타,정규1집 [KindA]의 1번 트랙 Heristory는 직접 만든 단어이다. Her + History라디오헤드의 광팬으로 알려져 있다. 실제로 Club FF Tribute 공연에서 Radiohead Tribute로 참여하였다.Narotic의 뜻은 Narcotic에서 c를 뺀 단어라고 한다.
난파란,밴드 이름,난파란 (NANPARAN)
난파란,데뷔일,2023년 8월 4일
난파란,데뷔,[파란]
난파란,개요,"어지럽고 따뜻한, 파도처럼 사랑을 감싸 안을 수 있는, 바다를 떠돌며 노래하는 밴드 난파란. 대한민국의 4인조 인디 밴드로, 얼터너티브 기반의 음악을 한다."
난파란,멤버,"이름: 박진서, 역할: 베이스, 생년월일: 2003.10.17
이름: 이성호, 역할: 보컬, 기타, 생년월일: 2003.04.30
이름: 조승현, 역할: 기타, 생년월일: 2003.08.10
이름: 차예종, 역할: 드럼, 생년월일: 2003.09.24
"
남동현,이름,남동현
남동현,출생,1999년 5월 6일
남동현,나이,25세
남동현,출생지,경기도 하남시 창우동
남동현,국적,대한민국
남동현,신체,"키:
179cm
몸무게:
62kg
혈액형:
O형
"
남동현,학력,"중학교:
하남중학교 졸업
고등학교:
한림연예예술고등학교 중퇴
"
남동현,데뷔,2017년 싱글 'Blue Purple'
남동현,개요,대한민국의 가수. 밴드 사우스클럽의 전 베이시스트이자 프로듀스 X 101의 참가자이다.
남동현,음반 목록,"제목: Blue Purple, 형식: 싱글, 발매일: 2017.07.07
제목: Mad Kid, 형식: 싱글, 발매일: 2017.09.14
제목: 레트로러브, 형식: 싱글, 발매일: 2020.07.26
제목: 집에 없자, 형식: 싱글, 발매일: 2020.09.24
제목: 이 고요가 너무 좋아, 형식: 싱글, 발매일: 2020.12.01
제목: 대저택, 형식: 싱글, 발매일: 2021.01.08
제목: 비, 형식: 싱글, 발매일: 2021.07.11
제목: Far Away, 형식: 싱글, 발매일: 2022.05.03
제목: 해적이 되고 싶었던 소년, 형식: 싱글, 발매일: 2022.06.04
제목: 공전, 형식: 싱글, 발매일: 2022.08.23
제목: Drivers License, 형식: 싱글, 발매일: 2023.02.18
제목: ( ), 형식: 미니 앨범, 발매일: 2023.05.25
"
남동현,활동,"설명: 2017년 싱글 'Blue Purple'과 'Mad Kid'를 발표했다.
설명: 2018년 형 남태현의 밴드 '사우스클럽'에 영입되어 베이스를 맡았다.
설명: 2019년 8월 사우스클럽이 멤버 3명을 영입하고 4인조로 개편되면서 탈퇴하게 되었다.
설명: 매니지먼트 굿피플과 전속계약을 체결해 BOYHOOD(보이후드)로 활동명을 변경하고 2020년 7월 26일 싱글 '레트로러브'를 발표하였다.
설명: 2022년 5월 청춘스타에 참가하였다.
설명: 2023년 1월 활동명을 'BOYHOOD'에서 본명인 '남동현'으로 변경하였다.
"
남동현,프로듀스 X 101 참가,"설명:
프로듀스 X 101의 참가자로, 2019년 60위로 방출되었다.
순위표:
회차: 8, 순위: 60, 등락: ▼3, 득표: 134,540표
회차: 7, 순위: 미공개, 득표: 현장 투표 262표
회차: 6, 순위: 57, 등락: ▼5
회차: 5, 순위: 52, 등락: ▼7, 득표: 80,485표
회차: 4, 순위: 미공개, 득표: 현장 투표 84표
회차: 3, 순위: 45, 등락: ▼5
회차: 2, 순위: 40, 등락: ▲5
회차: 1, 순위: 45
"
낫마이베이스,밴드 이름,낫마이베이스
낫마이베이스,장르,포스트 락
낫마이베이스,소개,낫마이베이스는 포스트 락을 기반으로 독특한 사운드와 감성적인 음악을 추구하는 밴드입니다.
네온스,밴드 이름,NEONS
네온스,장르,거라지 록
네온스,소개,NEONS는 대전을 기반으로 활동하는 거라지 록 밴드입니다. 독특한 사운드와 강렬한 에너지로 많은 팬들의 사랑을 받고 있습니다.
네온스,활동지역,대전
네키루,밴드 이름,ねえ、聴いてる ? (NEKIRU)
네키루,데뷔일,2019년 4월 27일
네키루,소속사,To Hermitage
네키루,장르,"J-POP, 팝 록"
네키루,국가,대한민국
네키루,활동,2019년 4월 27일 ~
네키루,개요,"대한민국의 라이브 아이돌 그룹으로, 주로 네키루라고 불린다. 2019년 4월 27일 제5회 집호랑이 축제에서 데뷔했다."
네키루,멤버,"이름: 소하, 출생: 2000년 12월 28일, 국적: 대한민국, 신체: '키': '158cm', '신발 사이즈': '230mm', 종교: 가톨릭 (세례명: 아가페), 소속사: To Hermitage, 담당색: 스카이블루, 오시마크: 🦋, MBTI: ESTJ
이름: 나노, 국적: 대한민국, 소속사: To Hermitage, 담당색: 화이트, 오시마크: 👻, 합류: 2023년 7월 30일
이름: 제로, 국적: 대한민국, 소속사: To Hermitage, 담당색: 그린, 오시마크: 👽, 합류: 2023년 7월 30일
"
네키루,전 멤버,"이름: 유메, 담당색: 빨강, 활동 기간: 2019.04.27 ~ 2020.06.25
이름: 리아, 담당색: 빨강, 출생: 2000년 1월 6일, 활동 기간: 2020.07.24 ~ 2020.12.24
이름: 냐류, 출생: 2000년 6월 1일, 국적: 대한민국, 신체: '키': '165cm', '혈액형': 'O형', 종교: 개신교 (추정), 담당색: 화이트, 오시마크: 🐼, MBTI: INFP, INTP, 반려동물: 반려묘 양갱, 활동 기간: 2019.04.27 ~ 2022.07.17
이름: 리미, 담당색: 화이트, 오시마크: ☁️, 활동 기간: 2023년 7월 졸업
이름: 미로, 담당색: 레드, 오시마크: 🎈, 활동 기간: 2023년 10월 졸업
"
네키루,음반,"제목: 안녕, 발매일: 2020.11.13, 트랙리스트: ['Melonic Sweets', 'Hear My Voice', 'Road Duet', 'Hear My Voice (Inst.)', 'Road Duet (Inst.)', 'Hear My Voice (with Yume.)']
제목: 여기는 잊혀진 별, 발매일: 2021.08.04, 트랙리스트: ['Dive to engine', 'Starry Night', 'Dive to engine (Inst.)']
제목: 명왕성이야, 발매일: 2022.06.07, 트랙리스트: ['From. PLUTO', 'Mahaken Da Pepeldomoon', 'From. PLUTO (Inst.)', 'Mahaken Da Pepeldomoon (Inst.)']
제목: 저기, 듣고있어?, 발매일: 2022.07.17, 트랙리스트: ['Melonic Sweets', 'Here My Voice (2022 ver.)', 'Road Duet (2022 ver.)', 'Dive To Engine (2022 ver.)', 'Starry Night (2022 ver.)', 'From.PLUTO', 'Mahaken Da Pepeldomoon', 'Dear. PLUTO (Bouns Track)', 'Here My Voice (Inst.)', 'Road Duet (Inst.)', 'Dive To Engine (Inst.)', 'Starry Night (Inst.)', 'From.PLUTO (Inst.)', 'Mahaken Da Pepeldomoon (Inst.)', 'Dear. PLUTO (Inst.)']
"
네키루,여담,오히로메 의상은 KiRa-KiRa Sensation!의 것이었다.데뷔 인사 영상원맨 라이브 당시 プランクスターズ의 'MACH DRIVE TIME!' 커버 라이브 영상을 プランクスターズ 공식 계정이 인용 트윗으로 게시했다.
노브레인,밴드 이름,노브레인 (No Brain)
노브레인,결성,1996년
노브레인,장르,포스트 펑크하드코어 펑크팝 펑크 (후기)
노브레인,활동기간,1996년 ~ 현재
노브레인,소속사,록스타뮤직앤라이브
노브레인,데뷔,1997년 아워네이션 정규 2집 〈Our Nation 2〉
노브레인,개요,"대한민국의 펑크 록 밴드로, 홍대 인디 신 1세대 밴드 중 하나입니다."
노브레인,발자취,"전기:
기타리스트 차차(차승우)의 탈퇴 이전 시기. 1996년 결성 이후 1998년까지 클럽에서 활동. 레이블 문화사기단을 설립하고 서태지 안티 공연 개최. 일본 후지 록 페스티벌에서 욱일기를 찢는 퍼포먼스로 논란.
후기:
2002년 차승우 탈퇴 이후 대중성 가미. TV 및 영화 출연 증가. 2006년 영화 '라디오 스타' 출연. 2009년 무한도전 출연. 연 200회 공연. 2020년 대한민국 대중문화예술상 수상.
"
노브레인,멤버,"현재 멤버:
이름: 이성우 (불대갈), 포지션: 보컬, 추가 정보: 1996년부터 활동
이름: 정민준 (보보), 포지션: 기타, 생년월일: 1980년 4월 19일, 추가 정보: 2003년부터 정식 멤버로 활동
이름: 황현성 (달리), 포지션: 드럼, 생년월일: 1978년 6월 20일, 추가 정보: 초창기부터 활동
이름: 정우용 (뽀글), 포지션: 베이스, 생년월일: 1982년 3월 2일, 추가 정보: 20세경부터 활동
이전 멤버:
이름: 차승우 (차차), 포지션: 기타리스트, 추가 정보: 노브레인 전기 리더, 2002년 탈퇴
이름: 정재환 (쟈니), 포지션: 베이시스트, 추가 정보: 2007년 탈퇴
이름: 박진, 포지션: 세컨드 기타리스트, 추가 정보: 1996년 ~ 1997년 활동
이름: 김정준, 포지션: 베이시스트, 추가 정보: 2000년 ~ 2001년 활동
이름: 김민섭, 포지션: 기타리스트, 추가 정보: 2003년 잠시 활동
"
노브레인,정규 앨범,"1집 청년폭도맹진가 (2000년)2집 Viva No Brain (2001년)3집 안녕, Mary Poppins (2003년)3.5집 Stand up Again! (2004년)4집 Boys, Be Ambitious (2005년)5집 그것이 젊음 (2007년)5.5집 Absolutely Summer (2009년)6집 High Tension (2011년)7집 BRAINLESS (2016년)8집 직진 (2019년)"
노브레인,기타 음반,Smells like Nirvana (1997년)Our Nation 2 (1998년)청춘구십팔 (EP) (1999년)Never Mind the Sex Pistols Here's the No Brain (2001년)광복 60주년 독립군가 다시 부르기 - 앞으로행진곡INTO The K리그 (2010년)
노브레인,응원가,"NC 다이노스 - Come on Come on 마산스트리트여, 미친듯 놀자수원 삼성 블루윙즈 - Little BabyFC 안양, 대전 하나 시티즌 - 청년폭도맹진가강민호 - 넌 내게 반했어고종욱 - 슛돌이김원섭 - 팡팡팡차일목, 서동욱 - Rock It Rocket서건창 - 승리를 향해김주형, 김태군 - 그것이 젊음박찬호, 이종환 - Make It Bigkt wiz - 나는 재수가 좋아권용관(LG 트윈스 한정) - Oh my friend양현종 - 연이명기, 울산 현대, 경남 FC - 별이 되어박한이 - Radio Radio"
노브레인,영화,라디오 스타
노브레인,수상 이력,2020년 제11회 대한민국 대중문화예술상 문화체육관광부장관 표창
노야,밴드 이름,노야 (The NOYA)
노야,결성,2013년
노야,데뷔,2016년 1월 22일
노야,장르,펑크락이모코어
노야,개요,전주의 4인조 밴드로 '지치고 소외된 자들에게 쉴 곳이 되어 주는 노약자석 같은 밴드가 되자'라는 의미를 가지고 활동 중입니다. 원래는 메탈 음악을 지향했으나 보컬 이병진의 펑크 성향이 강해 펑크락으로 활동 중입니다.
노야,멤버,"현재 멤버:
이름: 이병진, 역할: 보컬, 베이스, 생년월일: 1996년생, 기타 정보: ['팀의 리더', '이별장인이라고도 불림', '노약자석 시절에는 기타를 연주', 'MBTI: ENFP, 가끔 INFP']
이름: 김정선, 역할: 리드 기타, 생년월일: 1997년생, 기타 정보: ['팀의 막내', '팀의 비주얼 담당', '이병진과 같은 초, 중, 고를 졸업', 'MBTI: ENFP']
이름: 이승준, 역할: 드럼, 생년월일: 1996년생, 기타 정보: ['베이스로 대학교 졸업', '노약자석 시절에 베이스 연주', '현재도 베이스로 레슨과 연주', 'MBTI: ISFP, 최근 ISTP']
이름: 정용훈, 역할: 세컨 기타, 생년월일: 1996년생, 기타 정보: ['보컬 전공으로 대학 입학, 기타 전공으로 졸업', '게임을 좋아함', 'MBTI: ISTP와 INTP 번갈아 나옴']
이전 멤버:
이름: 정찬, 역할: 베이스
이름: 김민수, 역할: 기타
"
노야,활동,"2013년에 이병진이 고등학생 때 친구들과 결성한 노약자석이라는 스쿨밴드가 시초입니다. 이후 2016년 정식 데뷔하였으며, 2019년부터는 노야로 이름을 줄여 활동 중입니다. 전주를 기반으로 하여 활동하며 '전주 비빔 펑크'라는 타이틀을 내걸고 전주의 대표 락 밴드가 되겠다는 포부를 가지고 있습니다."
노야,디스코그래피,"앨범명: Creative Project 2, 발매일: 2014년, 트랙리스트: ['참여곡 1번 트랙', '단체곡']
앨범명: 1st EP New Kids On The Street, 발매일: 2016년 1월 22일, 트랙리스트: ['83 (title)', '단데기', 'Blood', '날개']
앨범명: Wait In Tears, 발매일: 2017년 1월 25일, 트랙리스트: ['아리랑', 'Untitle']
앨범명: The Noya 1st Digital Single (넌 보란듯이 예쁜 꽃 되니까), 발매일: 2020년 2월 4일, 트랙리스트: ['넌 보란듯이 예쁜 꽃 되니까']
앨범명: The Noya 2nd Digital Single (Dear Father), 발매일: 2020년 3월 20일, 트랙리스트: ['Dear Father']
앨범명: 정규 1집 밤의 연대기 (Chronicles Of The Night), 발매일: 2021년 2월 10일, 트랙리스트: ['Chronicle (inst)', 'The Night (title)', '어리석게', '아리랑 (New Ver.)', '넌 보란듯이 예쁜 꽃 되니까 (Remastering)', 'Dear Father (Remastering)', 'Real Love Song', 'Raindrops Falling Keep On The Moon', ""우리의 기억 (Feat. JNJK, Noya's Friend)""]
앨범명: The Noya 3rd Digital Single [Remake], 발매일: 2021년 6월 22일, 트랙리스트: ['안기고 싶어 (Feat. 심나영)', 'Forget (Feat. 라경민)']
앨범명: The Noya 4th Digital Single [붉은정원], 발매일: 2022년 1월 7일, 트랙리스트: ['붉은정원']
앨범명: The Noya 5th Digital Single [호플리더플리], 발매일: 2022년 6월 15일, 트랙리스트: ['호플리더플리']
앨범명: 2nd EP [Youth Of Bleedin' Sorrow], 발매일: 2023년 1월 25일, 트랙리스트: ['오늘도 하염없이 (title)', 'AWAKEN', '그리워 하루도', '가보자잇~!', '저 별이 (Bonus Track)']
"
놀플라워,밴드 이름,놀플라워 (Nollflower)
놀플라워,유형,그룹 (남성)
놀플라워,국적,대한민국
놀플라워,장르,인디락/메탈
놀플라워,멤버,"이름: 이청록, 역할: 기타, 보컬
이름: 박영신, 역할: 아쟁
이름: 정철우, 역할: 드럼
이름: 하헌재, 역할: 베이스
이름: 임정민, 역할: 드럼
"
놀플라워,바이오그래피,"놀플라워는 오리엔탈 모던 록 밴드로, 국악기 아쟁을 활용하여 밴드 사운드에 동양적인 감성을 녹여내는 서정적이고 독특한 사운드를 지향합니다. 모든 노래의 제목과 가사에 영어, 외래어를 사용하지 않으며 현대적이면서도 새로운 스타일의 퓨전음악을 만들어내고자 합니다. 현재 홍대 클럽 공연, 버스킹 행사, 데모 음원 작업 등 다양한 활동을 하고 있습니다."
놀플라워,역사,"2017 - 2인조 어쿠스틱 밴드 결성2018 4.30 - 디지털 싱글 '비익련리' 발매2018 - 드럼, 베이스 멤버 영입2018 11월 - 네이버 오픈스튜디오 '11월의 뮤지션' 선정"
놀플라워,디스코그래피,"앨범명: Take me higher, 발매일: 2024.06.01, 유형: EP(미니)
앨범명: idiots, 발매일: 2024.04.12, 유형: 싱글
앨범명: 불면증, 발매일: 2024.02.01, 유형: 싱글
앨범명: 불꽃놀이, 발매일: 2023.09.28, 유형: 싱글
앨범명: 샛별, 발매일: 2022.11.10, 유형: 싱글
앨범명: 소년기, 발매일: 2019.06.21, 유형: EP(미니)
앨범명: 비익련리, 발매일: 2018.04.30, 유형: EP(미니)
"
놀플라워,참여/컴필레이션 앨범,"앨범명: 2023 강변가요제 뉴챌린지, 발매일: 2023.09.24, 유형: 정규
"
놀플라워,인기곡,"곡명: 불면증, 앨범: 불면증
곡명: 불꽃놀이, 앨범: 불꽃놀이
곡명: 섬, 앨범: 비익련리
곡명: idiots, 앨범: idiots
곡명: 비익련리 (比翼連理), 앨범: 비익련리
"
놀플라워,음악 소개,"곡명: 소년기, 설명: 항상 철이 없다고 생각했지만, 어느 순간 순수함이 사라진 어른이 된 자신을 돌아보며 그 시절을 추억하며 만든 곡입니다.
곡명: 춘설, 설명: 겨울이 지난 봄에 내리는 눈처럼, 이별에 미련을 남기고 싶지 않았던 마음을 표현한 곡입니다.
곡명: 12월, 설명: 어린 시절의 겨울과 성탄절의 한 장면을 묘사한 곡으로, 아쟁의 강렬한 국악적 요소를 더해 밴드 사운드에 산조의 특색을 가미했습니다.
곡명: 은하, 설명: 어린 시절 시골집 옥상에서 별을 바라보며 했던 망상을 바탕으로 만든 곡으로, 기타와 아쟁 연주로 별똥별을 표현했습니다.
곡명: 한강아리랑, 설명: 한강을 바라보며 느낀 서울살이의 막막함을 전통 민요 아리랑에 이입하여 지친 청춘을 위로하는 곡입니다.
"
뉴링크,밴드 이름,뉴링크 (New Link)
뉴링크,결성,2021년 4월 18일
뉴링크,장르,ROCK
뉴링크,멤버,"이름: 정재윤, 포지션: 리더, 보컬, 기타, 출생: 1998년 6월 19일, 학력: 백석예술대학교 (17학번), MBTI: ENFJ
이름: 이강연, 포지션: 기타, 패션 부장, 출생: 1996년 11월 6일, 학력: 백석예술대학교 (17학번), MBTI: INTJ
이름: 진성민, 포지션: 베이스, 디자인 부장, 출생: 1998년 6월 23일, 학력: ['백석예술대학교 (17학번 / 중퇴)', '호원대학교 (21학번)'], MBTI: INTP
이름: 이예준, 포지션: 드럼, 막내, 출생: 1999년 4월 6일, 학력: 호원대학교 (21학번), MBTI: ENFP
"
